Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
132165,Business,Senior,2.978,4.06,Ideation,Beginner,3,FALSE,4.27,1,Allowed_With_Disclosure,3,3.135,77.59,Medium
132166,STEM,Senior,2.464,7.54,Summarizing_Reading,,2,FALSE,13.18,5,Strict_Ban,8,2.749,69.34,Medium
132167,STEM,Junior,2.449,16.69,SUMMARIZING_READING,Intermediate,5,FALSE,10.8,2,Allowed_With_Disclosure,10,2.948,67.6,Medium
132168,STEM,Junior,3.567,26.67,Summarizing_Reading,Beginner,5,FALSE,18.29,3,Allowed_With_Citation,3,3.158,77.22,High
132169,Humanities,Freshman,2.79,14.24,Copywriting/Drafting,Intermediate,1,FALSE,8.86,1,Allowed_With_Citation,9,3.544,83.59,Medium
132170,Medical,Sophomore,2.588,,Copywriting/Drafting,Intermediate,3,FALSE,11.65,1,Allowed_With_Citation,5,2.715,65.01,Low
132171,STEM,Senior,2.58,4.08,Ideation,Intermediate,2,FALSE,16.58,5,Allowed_With_Disclosure,7,2.989,51.57,Medium
132172,STEM,Freshman,3.01,6.95,Summarizing_Reading,Beginner,5,FALSE,13.31,1,Allowed_With_Disclosure,10,3.089,61.34,Low
132173,STEM,Junior,3.806,14.66,Debugging/Troubleshooting,,3,FALSE,11.51,2,Allowed_With_Disclosure,5,3.176,74.37,Low
132174,Business,Senior,3.142,9.08,Ideation,Intermediate,4,FALSE,12.46,5,Allowed_With_Citation,4,3.187,51.03,Medium
132175,STEM,Sophomore,2.628,5.46,Debugging/Troubleshooting,Beginner,1,FALSE,25.69,3,Allowed_With_Disclosure,4,3.256,100,Low
132176,Business,Senior,3.793,5.56,Ideation,Intermediate,4,FALSE,7.7,4,Allowed_With_Disclosure,5,3.415,87.77,Medium
132177,STEM,Junior,3.331,5.87,Summarizing_Reading,Intermediate,4,TRUE,10.53,2,Strict_Ban,2,4,80.52,Medium
132178,Business,Senior,3.061,,Copywriting/Drafting,Beginner,3,TRUE,13.39,1,Allowed_With_Disclosure,8,3.333,59.79,Low
132179,Humanities,Senior,3.394,11.91,Copywriting/Drafting,Intermediate,1,FALSE,7.49,2,Allowed_With_Citation,7,3.758,79.64,High
132180,Humanities,Senior,,15.8,Ideation,Beginner,1,FALSE,12.86,3,Strict_Ban,7,3.667,68.74,Medium
132181,Business,Senior,2.913,14.68,Ideation,Beginner,5,TRUE,0.47,3,Allowed_With_Disclosure,9,2.722,85.34,Low
132182,MEDICAL,Junior,2.981,11.31,Summarizing_Reading,Beginner,2,TRUE,0,3,Allowed_With_Disclosure,10,3.434,53.88,Medium
132183,Medical,Freshman,2.705,9.11,Debugging/Troubleshooting,Beginner,2,FALSE,6.68,5,Allowed_With_Citation,6,2.93,92.12,Medium
132184,Business,Senior,3.012,,Copywriting/Drafting,Beginner,3,FALSE,9.21,3,Allowed_With_Citation,10,3.654,78.52,Low
132185,Humanities,Sophomore,3.572,9.52,Summarizing_Reading,Intermediate,3,FALSE,8.89,2,Strict_Ban,8,4,80.02,High
132186,Business,Senior,3.561,20.15,Copywriting/Drafting,Beginner,1,TRUE,14.84,5,Strict_Ban,5,3.073,61.04,Low
132187,Medical,Sophomore,3.13,5.41,Debugging/Troubleshooting,Intermediate,3,FALSE,10.95,2,Allowed_With_Citation,7,2.657,88.47,High
132188,Business,Sophomore,3.134,6.58,Summarizing_Reading,Beginner,1,FALSE,6.03,5,Allowed_With_Citation,10,3.528,84.69,Low
132189,Humanities,Senior,2.787,1.7,Copywriting/Drafting,Advanced,4,TRUE,14.08,1,Allowed_With_Citation,9,3.72,82.83,Medium
132190,Medical,Senior,3.358,2.19,Ideation,Intermediate,5,TRUE,11.11,1,Allowed_With_Disclosure,9,2.924,89.22,Low
132191,Medical,Sophomore,2.647,13.71,Ideation,Intermediate,4,TRUE,12,5,Strict_Ban,4,2.727,69.48,Low
132192,STEM,Junior,3.533,5.99,Debugging/Troubleshooting,Beginner,1,TRUE,,2,Strict_Ban,3,3.554,97.17,High
132193,STEM,Freshman,3.367,2.09,Copywriting/Drafting,Beginner,3,FALSE,8.27,4,Allowed_With_Citation,9,3.596,79.71,High
132194,MEDICAL,Sophomore,3.094,9.68,Debugging/Troubleshooting,Beginner,2,FALSE,5.83,1,Allowed_With_Disclosure,2,3.428,81.45,High
132195,MEDICAL,Junior,3.374,2.89,Ideation,Intermediate,3,TRUE,8.01,3,Strict_Ban,5,3.147,70.27,Low
132196,Business,Freshman,3.064,25.88,Debugging/Troubleshooting,Intermediate,5,TRUE,7.27,1,Strict_Ban,5,3.063,72.16,High
132197,Humanities,Freshman,3.275,17.32,Copywriting/Drafting,Beginner,4,FALSE,14.65,1,Allowed_With_Citation,3,3.758,64.48,Medium
132198,Medical,Freshman,3.286,3.19,Summarizing_Reading,Advanced,4,TRUE,3.49,3,Strict_Ban,7,3.153,63.47,Medium
132199,Humanities,Senior,3.667,12.95,Summarizing_Reading,Intermediate,3,TRUE,13.99,3,Allowed_With_Citation,6,3.482,,Medium
132200,Medical,Senior,3.396,21.26,Ideation,Beginner,5,TRUE,11.45,2,Allowed_With_Disclosure,1,3.766,76.74,Medium
132201,Humanities,Sophomore,3.619,4.5,Copywriting/Drafting,Intermediate,2,TRUE,10.63,5,Allowed_With_Disclosure,2,3.503,80.73,Low
132202,STEM,Senior,3.357,12.35,Copywriting/Drafting,Beginner,4,FALSE,21.23,4,Allowed_With_Disclosure,4,3.659,88.4,Medium
132203,Medical,Junior,,4.04,Ideation,Beginner,4,TRUE,17.28,2,Strict_Ban,6,4,81.22,Low
132204,Business,Freshman,3.406,4.69,Copywriting/Drafting,Beginner,1,TRUE,14.26,1,Allowed_With_Disclosure,7,3.31,81.22,High
132205,Humanities,Freshman,3.338,5.05,Copywriting/Drafting,Intermediate,5,TRUE,13.06,5,Allowed_With_Disclosure,3,2.809,61.99,Medium
132206,Medical,Freshman,3.056,14.07,Summarizing_Reading,Advanced,2,TRUE,20.67,5,Allowed_With_Citation,7,4,68.69,Medium
132207,STEM,Senior,,,Summarizing_Reading,Intermediate,5,FALSE,13.08,3,Allowed_With_Citation,3,2.991,73.22,High
132208,STEM,Senior,2.991,8.61,Copywriting/Drafting,Beginner,2,FALSE,10.94,3,Allowed_With_Citation,2,3.545,100,Medium
132209,STEM,Senior,2.988,14.79,Copywriting/Drafting,Beginner,2,FALSE,11.42,2,Allowed_With_Disclosure,5,3.371,80.79,High
132210,STEM,Junior,3.422,3.54,Summarizing_Reading,Beginner,1,FALSE,11.03,2,Strict_Ban,1,2.757,82.47,High
132211,Medical,Senior,3.174,6.11,Debugging/Troubleshooting,Beginner,5,FALSE,14.88,1,Allowed_With_Disclosure,8,3.273,65.81,High
132212,Business,Senior,2.875,2.12,Copywriting/Drafting,Intermediate,4,FALSE,7.23,4,Allowed_With_Citation,7,2.513,74.96,Low
132213,Humanities,Senior,3.134,1.33,Ideation,Advanced,4,FALSE,8.99,4,Allowed_With_Citation,2,3.509,79.51,High
132214,Business,Junior,3.072,,Ideation,Beginner,1,TRUE,8.91,4,Allowed_With_Disclosure,8,3.62,100,High
132215,Humanities,Senior,2.832,37.82,Ideation,Beginner,1,FALSE,13.98,2,Allowed_With_Disclosure,9,3.647,63.61,Low
132216,Business,Sophomore,3.787,12.42,Debugging/Troubleshooting,Advanced,3,TRUE,5.82,3,Allowed_With_Citation,6,3.246,71.88,High
132217,Medical,Senior,3.126,2.42,Copywriting/Drafting,Advanced,1,FALSE,10.28,2,Allowed_With_Citation,9,3.959,69.09,Medium
132218,Medical,Sophomore,2.883,4.46,Debugging/Troubleshooting,Beginner,4,FALSE,11.58,1,Strict_Ban,10,3.746,74.68,Medium
132219,Humanities,Junior,2.535,10.99,Debugging/Troubleshooting,Intermediate,3,FALSE,7.35,1,Allowed_With_Citation,2,2.887,74.47,Low
132220,Medical,Sophomore,,8.84,Ideation,Advanced,4,FALSE,15.55,4,Allowed_With_Citation,4,2.848,85.59,Medium
132221,Humanities,Junior,3.407,11.96,Ideation,Beginner,3,FALSE,10.98,2,Allowed_With_Disclosure,5,3.208,74.5,High
132222,Business,Senior,2.939,10.18,Ideation,,3,FALSE,11.56,1,Allowed_With_Disclosure,6,3.688,70.02,High
132223,Medical,Senior,3.256,6.13,Copywriting/Drafting,Intermediate,5,TRUE,8.34,2,Strict_Ban,5,3.407,70.62,Unknown
132224,Medical,Sophomore,2.763,5.2,Copywriting/Drafting,Beginner,4,FALSE,14.15,1,Allowed_With_Disclosure,10,3.085,50.54,Medium
132225,HUMANITIES,Senior,,2.62,Summarizing_Reading,,2,TRUE,9.01,2,Allowed_With_Citation,3,2.959,73.69,Medium
132226,Humanities,Sophomore,3.634,2.81,Ideation,Intermediate,5,FALSE,11.88,2,Strict_Ban,10,3.244,71.98,Medium
132227,Humanities,Junior,3.107,3.49,Ideation,Beginner,3,FALSE,10.94,2,Strict_Ban,3,3.503,87.19,Low
132228,Humanities,Senior,2.942,4.73,Copywriting/Drafting,Intermediate,5,FALSE,13.89,1,Allowed_With_Disclosure,5,2.996,93.78,High
132229,STEM,Senior,3.737,10.65,Summarizing_Reading,Advanced,3,FALSE,16.75,1,Strict_Ban,6,3.141,90.38,Medium
132230,Humanities,Senior,3.279,1.92,Summarizing_Reading,Advanced,1,FALSE,19.13,2,Allowed_With_Disclosure,3,3.227,64.22,High
132231,STEM,Freshman,2.999,6.54,Copywriting/Drafting,Beginner,1,FALSE,12.09,4,Allowed_With_Disclosure,3,3.476,83.08,Medium
132232,Business,Freshman,2.854,10.37,Ideation,Advanced,3,FALSE,10.05,1,Strict_Ban,3,2.968,,Low
132233,Humanities,Sophomore,2.74,6.15,Debugging/Troubleshooting,Intermediate,3,FALSE,13.22,2,Strict_Ban,7,3.659,88.25,Low
132234,STEM,Freshman,3.371,14.25,Ideation,Beginner,2,FALSE,13.9,3,Strict_Ban,7,3.229,52.49,Low
132235,STEM,Senior,3.507,24.41,Summarizing_Reading,Beginner,2,FALSE,10.64,1,Strict_Ban,8,2.799,77.59,Low
132236,STEM,Freshman,3.2,6.62,Copywriting/Drafting,Beginner,4,FALSE,12.97,2,Strict_Ban,10,3.474,73.62,Medium
132237,Medical,Sophomore,3.121,0.5,Summarizing_Reading,Beginner,5,FALSE,16.3,1,Allowed_With_Citation,1,2.941,72.33,Unknown
132238,STEM,Freshman,3.435,38.5,Copywriting/Drafting,Intermediate,5,FALSE,11.85,5,Allowed_With_Disclosure,10,3.445,69.14,Medium
132239,Humanities,Junior,2.633,19.36,Summarizing_Reading,Beginner,4,FALSE,15.5,2,Allowed_With_Citation,8,2.997,92.47,High
132240,Humanities,Junior,3.23,4.69,Ideation,Beginner,2,FALSE,16.81,4,Allowed_With_Citation,4,2.453,58.29,Low
132241,Humanities,Freshman,3.207,6.44,Summarizing_Reading,Beginner,2,TRUE,17.15,2,Allowed_With_Disclosure,9,3.188,87.17,High
132242,STEM,Junior,3.366,9.21,Ideation,Beginner,1,TRUE,9.25,3,Allowed_With_Disclosure,7,3.454,60.54,Low
132243,STEM,Junior,3.392,9.39,Ideation,Intermediate,5,FALSE,9.32,3,Allowed_With_Citation,2,2.944,62.45,Medium
132244,Medical,Freshman,3.037,,Copywriting/Drafting,Advanced,3,FALSE,14.52,3,Allowed_With_Citation,10,3.215,72.56,Medium
132245,Business,Junior,3.942,21.82,Summarizing_Reading,Beginner,3,TRUE,9.64,2,Allowed_With_Citation,9,3.053,86.1,Medium
132246,Medical,Sophomore,2.766,4.24,Summarizing_Reading,Intermediate,3,FALSE,13.79,4,Allowed_With_Disclosure,10,3.877,84.05,Medium
132247,Humanities,Sophomore,3.009,9.49,Summarizing_Reading,Intermediate,2,TRUE,5.89,5,Allowed_With_Disclosure,1,3.864,81.72,Low
132248,Humanities,Senior,3.543,14.52,Ideation,Beginner,4,TRUE,,3,Strict_Ban,6,3.595,88.54,Medium
132249,Humanities,Sophomore,2.946,5.29,Ideation,Beginner,3,FALSE,9,4,Strict_Ban,2,4,72.08,Medium
132250,Medical,Senior,3.245,9.39,Summarizing_Reading,Beginner,4,TRUE,19.16,1,Strict_Ban,6,2.576,67.29,Low
132251,Humanities, Senior ,2.987,9.5,Copywriting/Drafting,Intermediate,3,FALSE,4.57,3,Allowed_With_Citation,6,3.308,69.28,Medium
132252,Humanities,Freshman,3.043,4.15,Summarizing_Reading,Advanced,2,TRUE,16.9,2,Allowed_With_Disclosure,6,2.963,46.15,Medium
132253,Humanities,Junior,2.682,12.78,Summarizing_Reading,Beginner,1,FALSE,12.74,4,Allowed_With_Disclosure,6,3.869,83.21,Low
132254,STEM,Freshman,3.504,,Summarizing_Reading,Beginner,5,TRUE,15.25,4,Allowed_With_Disclosure,10,3.235,84.11,Low
132255,Business,Senior,3.513,8.66,Copywriting/Drafting,Beginner,3,TRUE,8.93,5,Strict_Ban,2,2.75,66.79,High
132256,STEM,Freshman,3.512,8.58,Copywriting/Drafting,Intermediate,3,FALSE,16.68,1,Allowed_With_Disclosure,10,3.578,96.51,High
132257,STEM,Junior,3.028,7.58,Copywriting/Drafting,Beginner,2,TRUE,1.07,5,Strict_Ban,1,3.562,98.79,Low
132258,Business,Junior,3.333,7.74,Debugging/Troubleshooting,,5,FALSE,13.57,4,Allowed_With_Disclosure,3,3.554,78.92,High
132259,Business,Junior,3.998,13.26,Copywriting/Drafting,Intermediate,2,FALSE,16.33,3,Strict_Ban,3,3.004,72.64,Low
132260,Medical,Senior,3.316,13.11,Debugging/Troubleshooting,Advanced,1,FALSE,15.98,3,Allowed_With_Citation,1,2.981,75.15,Medium
132261,Business,Freshman,2.738,12.25,Debugging/Troubleshooting,Intermediate,3,FALSE,9.55,3,Strict_Ban,9,2.347,67.89,High
132262,Medical,Freshman,2.858,2.44,Copywriting/Drafting,Beginner,2,FALSE,5.53,3,Strict_Ban,5,3.255,86.22,Medium
132263,Medical,Senior,2.84,7.41,Copywriting/Drafting,Advanced,3,FALSE,9.21,5,Allowed_With_Disclosure,4,3.131,84.03,Medium
132264,STEM,Senior,3.728,8.49,Copywriting/Drafting,Intermediate,3,FALSE,10.62,2,Allowed_With_Citation,3,3.254,60.35,High
132265,Humanities,Sophomore,3.358,10.58,Debugging/Troubleshooting,Beginner,3,TRUE,14.88,4,Allowed_With_Citation,8,2.893,92.46,Medium
132266,STEM,Freshman,2.57,6.77,Copywriting/Drafting,Intermediate,4,TRUE,12.32,4,Allowed_With_Disclosure,2,3.283,58.29,Medium
132267,STEM,Junior,3.721,9.95,Copywriting/Drafting,Beginner,4,TRUE,19.79,2,Allowed_With_Citation,10,3.785,100,High
132268,Business,Freshman,3.427,19.57,Summarizing_Reading,Intermediate,4,FALSE,8.73,4,Strict_Ban,8,2.372,54.62,High
132269,Business,Sophomore,,3.58,Summarizing_Reading,Beginner,2,FALSE,15.18,2,Allowed_With_Citation,9,2.689,71.82,Medium
132270,Medical,Junior,3.807,5.16,Ideation,Beginner,3,TRUE,9.44,1,Allowed_With_Disclosure,2,3.68,67.45,High
132271,Medical,Sophomore,3.108,7.84,Debugging/Troubleshooting,Beginner,5,FALSE,11.69,1,Allowed_With_Citation,8,3.922,72.37,High
132272,Medical,Senior,3.745,7.4,Copywriting/Drafting,Intermediate,1,TRUE,12.2,2,Allowed_With_Disclosure,7,4,59.05,Low
132273,Business,Senior,2.316,9.88,Summarizing_Reading,Beginner,4,TRUE,17.13,3,Strict_Ban,3,3.074,64.24,Medium
132274,Medical,Freshman,2.907,0.32,Copywriting/Drafting,Intermediate,4,FALSE,6.69,1,Allowed_With_Disclosure,2,3.15,74.96,Low
132275,Medical,Senior,3.517,1.64,Copywriting/Drafting,Intermediate,1,FALSE,10.57,1,Allowed_With_Citation,8,3.479,57.27,High
132276,Business,Senior,3.871,7.61,Copywriting/Drafting,Advanced,4,FALSE,12.57,3,Allowed_With_Citation,3,3.458,42.68,Low
132277,Humanities,Freshman,2.713,3.14,Copywriting/Drafting,Intermediate,3,FALSE,15.86,5,Allowed_With_Disclosure,4,2.94,100,Medium
132278,STEM,Sophomore,3.033,8.03,Summarizing_Reading,Beginner,1,TRUE,12.05,1,Strict_Ban,3,2.547,89.34,Medium
132279,Business,Sophomore,,11.67,Copywriting/Drafting,Intermediate,3,FALSE,11.21,3,Allowed_With_Citation,1,3.016,45.18,Low
132280,Medical,Junior,2.824,2.23,Summarizing_Reading,Intermediate,3,TRUE,11.6,5,Allowed_With_Disclosure,1,2.594,62.41,Unknown
132281,STEM,Junior,3.095,1.94,Debugging/Troubleshooting,Beginner,5,FALSE,11.29,2,Allowed_With_Citation,1,3.279,59.22,Low
132282,Business,Sophomore,3.833,11.6,Summarizing_Reading,Intermediate,4,FALSE,13.33,3,Strict_Ban,10,2.95,94.96,Medium
132283,STEM,Senior,2.787,23.33,Debugging/Troubleshooting,Beginner,5,TRUE,11.42,3,Strict_Ban,7,3.286,55.96,Low
132284,STEM,Junior,3.104,11.91,Summarizing_Reading,Intermediate,1,TRUE,6.36,4,Allowed_With_Disclosure,7,3.709,84.62,High
132285,Humanities,Sophomore,3.309,19.22,Debugging/Troubleshooting,Intermediate,2,TRUE,9.46,4,Allowed_With_Disclosure,6,2.895,77.34,Medium
132286,Medical,Senior,3.386,5.11,Copywriting/Drafting,Intermediate,2,FALSE,14.24,3,Strict_Ban,1,3.418,68.41,Medium
132287,Business,Senior,2.854,15.26,Summarizing_Reading,Beginner,3,FALSE,18.07,1,Allowed_With_Citation,3,3.041,61.75,Medium
132288,Medical,Sophomore,3.129,,Ideation,Intermediate,5,FALSE,5.96,2,Allowed_With_Disclosure,7,3.229,90.45,High
132289,Humanities,Freshman,3.084,11.73,Ideation,Intermediate,2,FALSE,4.99,5,Allowed_With_Disclosure,1,3.216,80.7,Medium
132290,Humanities,Sophomore,3.321,19.2,Ideation,Advanced,1,FALSE,14.74,1,Allowed_With_Disclosure,2,3.192,100,Medium
132291,Business,Senior,2.73,24.76,Ideation,Beginner,4,FALSE,8.81,3,Strict_Ban,8,3.322,64.63,Medium
132292,Business,Junior,3.709,6.61,Copywriting/Drafting,Intermediate,3,TRUE,8.71,2,Allowed_With_Citation,5,2.53,97.84,Low
132293,Humanities,Senior,3.303,9.35,Debugging/Troubleshooting,Intermediate,3,FALSE,17.52,5,Strict_Ban,4,2.937,71.88,Low
132294,Business,Senior,3.627,9.93,Ideation,Intermediate,5,FALSE,13.68,3,Strict_Ban,4,3.483,69.93,Low
132295,STEM,Sophomore,2.971,1.84,Ideation,Advanced,5,FALSE,6.92,2,Allowed_With_Citation,6,3.47,61.68,Medium
132296,STEM,Senior,2.712,2.45,Copywriting/Drafting,Advanced,1,FALSE,20.05,3,Strict_Ban,3,3.577,83.23,High
132297,Humanities,Freshman,2.818,,Debugging/Troubleshooting,Beginner,1,FALSE,16.24,2,Strict_Ban,4,2.567,61.77,Medium
132298,Medical,Junior,3.48,1.13,Copywriting/Drafting,Beginner,2,FALSE,12.04,2,Allowed_With_Disclosure,7,3.803,48.38,High
132299,Business,Sophomore,3.024,7.16,Copywriting/Drafting,Advanced,4,FALSE,9.96,3,Allowed_With_Disclosure,7,2.918,59.78,Low
132300,Business,Freshman,2.552,5.92,Ideation,Advanced,4,FALSE,18.7,4,Strict_Ban,2,2.856,89.3,Low
132301,STEM,Junior,3.272,4.78,Debugging/Troubleshooting,Intermediate,4,FALSE,13.33,4,Allowed_With_Citation,8,3.889,94.18,Medium
132302,Business,Freshman,3.072,9.01,Copywriting/Drafting,Intermediate,1,FALSE,9.2,5,Strict_Ban,5,2.938,82.12,Low
132303,Medical,Senior,3.082,5.27,Ideation,Intermediate,2,TRUE,18.2,2,Allowed_With_Disclosure,7,3.992,82.09,Low
132304,Business,Senior,2.516,14.83,Debugging/Troubleshooting,Advanced,2,FALSE,12.7,2,Strict_Ban,2,3.23,68.21,High
132305,Business,Freshman,2.596,6.89,Copywriting/Drafting,Advanced,1,FALSE,12.19,1,Allowed_With_Disclosure,6,3.667,60.66,High
132306,STEM,Junior,2.981,2.79,Summarizing_Reading,Intermediate,3,FALSE,9.3,1,Allowed_With_Disclosure,6,3.876,72.07,High
132307,Business,Freshman,2.829,6.45,Copywriting/Drafting,Beginner,5,FALSE,12.29,2,Allowed_With_Disclosure,7,3.981,72.97,Low
132308,Humanities,Freshman,2.972,7.45,Ideation,Intermediate,3,FALSE,7.63,2,Allowed_With_Citation,8,3.487,65.25,Medium
132309,Humanities,Freshman,3.533,3.44,Copywriting/Drafting,Advanced,2,TRUE,4.38,5,Strict_Ban,6,2.663,72.52,Low
132310,Medical,Junior,2.774,2.41,Copywriting/Drafting,Beginner,5,FALSE,9.05,4,Strict_Ban,3,2.877,98.29,Low
132311,Medical,Freshman,2.838,2.93,Ideation,Intermediate,1,TRUE,9.7,2,Strict_Ban,3,3.296,68.76,Low
132312,Medical,Senior,2.989,7.26,Summarizing_Reading,Intermediate,3,FALSE,17.52,5,Strict_Ban,7,3.137,85.36,Medium
132313,Medical,Sophomore,2.815,4.48,Summarizing_Reading,Intermediate,4,TRUE,13.5,4,Strict_Ban,4,3.352,69.99,Medium
132314,STEM,Senior,3.114,3.54,Copywriting/Drafting,Intermediate,5,FALSE,22.12,1,Strict_Ban,5,3.04,69.55,High
132315,Business,Senior,3.611,32.92,Debugging/Troubleshooting,Advanced,4,TRUE,11.09,3,Allowed_With_Disclosure,4,3.089,54.38,Medium
132316,STEM,Freshman,3.085,14.48,Ideation,Beginner,2,TRUE,16.14,5,Allowed_With_Disclosure,2,2.624,89.95,Medium
132317,Medical,Sophomore,3.303,10.91,Copywriting/Drafting,Intermediate,5,FALSE,12.25,3,Allowed_With_Disclosure,2,3.952,64.17,Low
132318,Business,Freshman,2.272,24.59,Ideation,Advanced,4,FALSE,10.17,2,Allowed_With_Disclosure,3,3.304,,Medium
132319,Humanities,Sophomore,3.233,3.27,Ideation,Beginner,5,FALSE,9.73,4,Allowed_With_Citation,3,2.718,80.56,Medium
132320,STEM,Senior,3.79,1.71,Ideation,Beginner,3,TRUE,10.88,5,Allowed_With_Citation,7,3.188,60.66,High
132321,Business,Junior,3.239,21.79,Debugging/Troubleshooting,Beginner,4,FALSE,16.5,5,Allowed_With_Disclosure,3,2.457,77.93,Medium
132322,Humanities,Freshman,3.251,3.83,Ideation,Intermediate,1,FALSE,10.68,1,Allowed_With_Citation,7,2.99,77.49,Medium
132323,Humanities,Senior,3.314,6.84,Debugging/Troubleshooting,Intermediate,1,FALSE,11.34,5,Allowed_With_Disclosure,7,3.156,66.7,Low
132324,Medical,Sophomore,3.827,8.74,Debugging/Troubleshooting,Advanced,1,TRUE,18.11,1,Strict_Ban,8,3.39,55.77,Medium
132325,Humanities,Senior,3.742,9.8,Debugging/Troubleshooting,Intermediate,3,FALSE,19.48,5,Allowed_With_Disclosure,7,3.347,60.67,Low
132326,Humanities,Senior,2.791,9.34,Summarizing_Reading,Intermediate,1,FALSE,14.38,3,Strict_Ban,3,3.053,69.03,Low
132327,Medical,Senior,3.681,32.68,Copywriting/Drafting,Beginner,2,FALSE,18.51,5,Strict_Ban,4,3.413,66.35,High
132328,Business, Junior ,3.75,1.34,Ideation,Intermediate,3,FALSE,11,1,Allowed_With_Disclosure,7,2.967,88.8,High
132329,Business,Freshman,2.516,,Ideation,Advanced,1,FALSE,5.11,5,Strict_Ban,7,3.301,53.37,Low
132330,Medical,Freshman,3.21,7.94,Debugging/Troubleshooting,Advanced,3,TRUE,13.18,2,Strict_Ban,8,3.232,70.36,Medium
132331,STEM,Freshman,3.41,6.85,Summarizing_Reading,Beginner,2,TRUE,,1,Allowed_With_Disclosure,7,2.935,67.52,Low
132332,Medical,Junior,2.08,19.92,Debugging/Troubleshooting,Beginner,2,FALSE,7.12,1,Allowed_With_Citation,9,3.835,56.73,High
132333,Business,Junior,2.928,22.83,Debugging/Troubleshooting,Beginner,2,TRUE,9.16,3,Allowed_With_Citation,10,3.796,83.57,Medium
132334,STEM,Sophomore,2.914,4,Summarizing_Reading,Beginner,1,TRUE,9.46,2,Allowed_With_Disclosure,3,3.447,93.72,High
132335,Medical,Freshman,2.942,3.46,Ideation,Advanced,4,FALSE,8.8,2,Strict_Ban,10,3.483,53.33,High
132336,Business,Sophomore,3.618,4.89,Summarizing_Reading,Advanced,2,FALSE,9.24,3,Allowed_With_Disclosure,7,3.252,76.86,Low
132337,Business,Senior,3.177,16.07,Ideation,Beginner,4,TRUE,9.77,2,Strict_Ban,7,3.002,80.3,Low
132338,Business,Sophomore,3.368,8.62,Copywriting/Drafting,Beginner,4,TRUE,20.18,2,Allowed_With_Citation,4,2.946,74.31,Low
132339,Humanities,Sophomore,3.236,,Debugging/Troubleshooting,Advanced,5,FALSE,10.95,2,Allowed_With_Disclosure,10,4,100,High
132340,Humanities,Senior,4,16.07,Ideation,Intermediate,3,FALSE,7.18,1,Allowed_With_Citation,1,3.893,87.03,Low
132341,STEM,Senior,3.599,4.55,Copywriting/Drafting,,2,TRUE,10.41,3,Allowed_With_Citation,8,3.463,100,Low
132342,STEM,Sophomore,3.193,11.8,Copywriting/Drafting,Beginner,4,FALSE,7.88,5,Allowed_With_Disclosure,10,3.86,68.41,Low
132343,STEM,Sophomore,3.094,23.25,Ideation,,2,TRUE,13.15,2,Allowed_With_Disclosure,10,3.699,100,Low
132344,Humanities,Freshman,2.921,16.22,Copywriting/Drafting,Beginner,2,TRUE,15.9,1,Allowed_With_Citation,9,4,74.88,Medium
132345,STEM,Junior,2.811,23.62,Debugging/Troubleshooting,Advanced,3,TRUE,7.92,5,Allowed_With_Citation,2,3.296,86.9,High
132346,Business,Senior,2.721,,Ideation,Beginner,4,TRUE,16.4,2,Allowed_With_Citation,1,3.748,63.1,Medium
132347,Business,Sophomore,3.593,11.5,Summarizing_Reading,Intermediate,2,TRUE,4.36,3,Allowed_With_Disclosure,3,3.878,69.68,High
132348,STEM,Junior,2.842,11.06,Copywriting/Drafting,Intermediate,4,FALSE,23,5,Strict_Ban,3,3.265,82.99,Medium
132349,STEM,Sophomore,3.457,9.8,Ideation,Beginner,1,FALSE,13.3,1,Allowed_With_Citation,7,3.537,100,Low
132350,Humanities,Freshman,2.999,13.26,Debugging/Troubleshooting,Beginner,1,FALSE,12.04,5,Strict_Ban,2,3.466,49.18,Low
132351,Business,Sophomore,2.9,10.82,Ideation,Beginner,1,TRUE,11.24,5,Allowed_With_Disclosure,4,3.022,65.94,Medium
132352,Medical,Senior,3.068,2.16,Debugging/Troubleshooting,Beginner,4,TRUE,11.08,5,Strict_Ban,10,2.989,88.3,Medium
132353,Medical,Sophomore,3.917,6.39,Copywriting/Drafting,Intermediate,4,TRUE,11.29,5,Allowed_With_Citation,7,3.218,66.5,Medium
132354,Humanities,Sophomore,4,,Debugging/Troubleshooting,Intermediate,1,TRUE,10.88,4,Allowed_With_Citation,7,3.293,63.99,Medium
132355,Humanities,Senior,3.053,5.87,Ideation,Beginner,5,FALSE,11.6,2,Allowed_With_Disclosure,3,2.877,74.83,Medium
132356,Humanities,Freshman,3.017,17.88,Copywriting/Drafting,Intermediate,3,FALSE,11.98,3,Allowed_With_Disclosure,7,3.137,76.26,Medium
132357,Business,Senior,3.582,22.8,Summarizing_Reading,Intermediate,2,FALSE,,5,Allowed_With_Citation,2,4,94.14,Low
132358,STEM,Sophomore,3.261,22.04,Debugging/Troubleshooting,Intermediate,2,FALSE,15.51,5,Allowed_With_Disclosure,7,3.581,61.98,High
132359,STEM,Freshman,2.939,7.05,Ideation,Intermediate,2,FALSE,10.43,3,Allowed_With_Disclosure,3,3.876,80.97,Medium
